operacion_id,ciudad,uso_suelo,superficie_m2,frente_m,dist_centro_km,dist_vialidad_m,densidad_comercios_1km,nivel_socioeconomico,esquina,cus,fecha,anio,anios_desde_inicio,precio_m2_nominal,precio_total_nominal,y,pred_base,pred_lineal,pred_boosting,lo,hi,entrenado_hasta,n_entrenamiento
OP-01443,Puebla,Oficinas,2531.8,62.0,2.11,389.0,350.0,5,0,2.25,2022-05-18,2022,4,19883.78,50341754.2,10.021967801454474,9.450180034131973,9.846940286018114,9.780966259625167,9.529651114628804,10.264623782283168,2021,1324
OP-01444,Merida,Mixto,642.3,32.4,1.41,272.0,600.0,4,0,2.0,2022-05-18,2022,4,26269.93,16873176.04,10.300488416512886,9.382901892783945,10.220704150184536,10.022016259299733,9.814086024516238,10.682217140526719,2021,1324
OP-01445,Leon,Mixto,746.6,25.4,3.7,247.0,181.0,4,0,2.63,2022-05-18,2022,4,9303.69,6946134.95,9.26247457311415,8.851664222603516,9.406064887783007,9.383923106656594,9.13589235328684,9.788587016344069,2021,1324
OP-01446,Puebla,Oficinas,250.0,17.1,4.71,82.0,284.0,3,0,2.98,2022-05-18,2022,4,18324.63,4581157.5,9.940309534028422,9.450180034131973,9.811420696637317,9.844952509225402,9.532822775634317,10.151179528639384,2021,1324
OP-01447,Puebla,Comercial,250.0,14.1,3.82,463.0,232.0,5,0,1.42,2022-05-20,2022,4,20290.22,5072555.0,10.042202474014092,9.436871592126458,9.946884335349939,9.988137068873082,9.618612897616726,10.367202996855736,2021,1324
OP-01448,Queretaro,Habitacional,10943.2,121.9,3.91,601.0,455.0,2,0,0.94,2022-05-20,2022,4,4670.77,51113170.26,8.573387417771661,8.606844367949968,8.636034079661924,8.5452418498252,8.2958906682195,9.038037829427498,2021,1324
OP-01449,Merida,Industrial,575.8,34.3,1.57,34.0,600.0,4,1,0.87,2022-05-22,2022,4,11006.58,6337588.76,9.43055675323258,8.55377957386568,9.50267169919302,8.838951605980421,9.089515344285843,9.986354691997551,2021,1324
OP-01450,Aguascalientes,Industrial,1638.8,46.4,2.84,366.0,190.0,4,0,1.1,2022-05-22,2022,4,3790.5,6211871.4,8.364561413969676,7.968234534217685,8.34653424622299,8.344299468540422,8.041191080426277,8.818432030143796,2021,1324
OP-01451,Puebla,Oficinas,7485.2,108.2,1.07,67.0,321.0,3,0,2.41,2022-05-23,2022,4,23034.65,172418962.18,10.169063081458312,9.450180034131973,9.816235497580447,9.869271763167,9.5154034394945,10.210476314457887,2021,1324
OP-01452,Leon,Habitacional,1880.3,30.3,5.1,732.0,282.0,4,0,0.9,2022-05-23,2022,4,5319.8,10002819.94,8.703499186117375,8.559497319618384,8.665526501394714,8.57574774372376,8.307056487063738,9.126678715120816,2021,1324
OP-01453,Puebla,Mixto,2515.5,66.5,5.21,259.0,81.0,5,0,1.5,2022-05-27,2022,4,6569.63,16525904.26,8.914520991775573,8.72249206027435,8.936177723494506,8.889561322524514,8.71798588018532,9.272983566118473,2021,1324
OP-01454,Leon,Mixto,1327.8,42.6,2.21,148.0,458.0,4,0,1.74,2022-05-27,2022,4,12412.03,16480693.43,9.55072964105446,8.851664222603516,9.535701753471976,9.494735858846681,9.259134916697212,9.908998820956748,2021,1324
OP-01455,Queretaro,Industrial,22692.5,149.0,10.42,715.0,49.0,3,0,1.15,2022-06-03,2022,4,1627.12,36923420.6,7.518875058350559,8.218111782670785,7.643515741209537,7.938725344658043,7.289361673706715,8.1250969184606,2021,1324
OP-01456,Puebla,Habitacional,1627.6,31.5,23.54,151.0,10.0,2,0,0.89,2022-06-04,2022,4,1745.54,2841040.9,7.5891274408257345,8.352238559559732,7.742844693640732,7.7273736776979085,7.291585402136115,8.276330813088174,2021,1324
OP-01457,Leon,Habitacional,5129.6,66.5,9.75,106.0,204.0,3,0,0.56,2022-06-05,2022,4,2703.77,13869258.59,8.02671057284684,8.559497319618384,8.276688473472587,8.18798567913123,8.023085469357628,8.629253862874698,2021,1324
OP-01458,Merida,Habitacional,7855.7,70.7,17.59,231.0,22.0,3,0,0.55,2022-06-06,2022,4,5825.96,45766993.97,8.794387270195013,8.998136016784224,8.21646002713218,8.61526137464559,7.709831324213116,8.8067355010207,2021,1324
OP-01459,Leon,Oficinas,2260.1,29.2,4.05,426.0,170.0,3,0,2.88,2022-06-08,2022,4,11352.75,25658350.28,9.461523482784102,9.42311303140379,9.51267101259646,9.516684617314576,9.229944200439611,9.892211623342288,2021,1324
OP-01460,Merida,Industrial,2003.7,48.8,1.03,1329.0,599.0,4,0,0.93,2022-06-08,2022,4,7252.54,14531914.4,9.013415229793207,8.55377957386568,9.187981440006064,8.815050944988284,8.766509865386448,9.682696771096586,2021,1324
OP-01461,Puebla,Comercial,4833.2,78.3,4.68,451.0,225.0,3,0,2.63,2022-06-08,2022,4,11992.32,57961281.02,9.516329922356032,9.436871592126458,9.522310656888845,9.271363295400175,9.202855883178781,9.942384202974065,2021,1324
OP-01462,Aguascalientes,Mixto,2085.6,27.9,2.78,64.0,211.0,4,0,1.84,2022-06-09,2022,4,10193.65,21259876.44,9.353828454861969,8.761845287881311,9.251329249516656,9.128817602177604,9.094736523321412,9.588689445629143,2021,1324
OP-01463,Queretaro,Habitacional,3258.9,32.9,9.37,404.0,156.0,2,0,0.87,2022-06-09,2022,4,3148.34,10260125.23,8.178938807261076,8.606844367949968,8.358803605350762,8.139298780584687,8.023745542256355,8.771572993837678,2021,1324
OP-01464,Queretaro,Comercial,2067.3,55.9,2.88,379.0,455.0,3,0,2.76,2022-06-11,2022,4,37812.89,78170587.5,10.664713527242913,9.647997387936606,10.1679928828536,10.452095111694117,9.797894344218916,10.620621437200517,2021,1324
OP-01465,Merida,Mixto,1974.8,61.7,13.29,917.0,54.0,3,0,2.01,2022-06-12,2022,4,9209.58,18187078.58,9.252307724076978,9.382901892783945,8.941828145311266,9.045510785269272,8.570133455032908,9.356773480800443,2021,1324
OP-01466,Leon,Comercial,3995.9,74.6,5.16,275.0,161.0,4,0,1.57,2022-06-12,2022,4,10059.52,40196835.97,9.340582927271019,9.599145655534798,9.534060560221375,9.459790949607614,9.309488647400887,9.86710174598327,2021,1324
OP-01467,Aguascalientes,Comercial,4848.7,49.0,10.88,630.0,181.0,3,0,1.83,2022-06-14,2022,4,12686.05,61510850.63,9.572566442012066,9.373196216120427,9.099902370869032,9.09660330057885,8.793258317291137,9.552871125906442,2021,1324
OP-01468,Aguascalientes,Oficinas,2136.0,46.7,6.7,485.0,219.0,1,0,4.29,2022-06-14,2022,4,9888.98,21122861.28,9.323484483292079,9.251785799744496,9.321825052543987,9.298079711904691,9.017792325116998,9.731526729046935,2021,1324
OP-01469,Merida,Industrial,658.9,20.8,4.47,290.0,132.0,3,1,0.68,2022-06-15,2022,4,4610.68,3037977.05,8.56043882900915,8.55377957386568,8.740377445516947,8.570246308519911,8.474916594812523,9.068217583254544,2021,1324
OP-01470,Puebla,Habitacional,625.8,14.4,6.77,217.0,142.0,3,0,0.86,2022-06-17,2022,4,4568.26,2858817.11,8.55119586587768,8.352238559559732,8.491930713597435,8.458160835796656,8.29251304629523,8.781072293609597,2021,1324
OP-01471,Merida,Industrial,450.2,12.8,9.45,361.0,43.0,3,0,0.75,2022-06-18,2022,4,4845.8,2181579.16,8.610175827846648,8.55377957386568,8.31150221790067,8.572732046467014,7.90294658298158,8.796394491420745,2021,1324
OP-01472,Queretaro,Comercial,1870.3,29.4,10.28,561.0,62.0,4,0,2.28,2022-06-20,2022,4,11532.82,21569833.25,9.477260361189964,9.647997387936606,9.539302076245185,9.272232546257761,9.190213368510923,10.005399325421804,2021,1324
OP-01473,Puebla,Comercial,250.0,13.9,5.04,648.0,124.0,3,0,2.67,2022-06-21,2022,4,12432.27,3108067.5,9.55235898899163,9.436871592126458,9.734268821508595,9.529252017677347,9.445465299333515,10.096747453427755,2021,1324
OP-01474,Merida,Oficinas,3483.9,46.7,6.37,364.0,98.0,3,0,3.92,2022-06-22,2022,4,19498.85,67932043.52,10.002418966927126,9.705510684845734,9.839528491512047,9.677783596302811,9.56346540189818,10.201148238975074,2021,1324
OP-01475,Aguascalientes,Habitacional,1144.8,35.6,4.92,63.0,162.0,5,0,1.84,2022-06-22,2022,4,7085.26,8111205.65,8.990080047172478,8.529155633241755,8.934701965912364,8.792578382312664,8.748544631108306,9.309809591699864,2021,1324
OP-01476,Aguascalientes,Comercial,2478.4,58.7,14.0,309.0,40.0,3,1,1.47,2022-07-03,2022,4,9821.87,24342522.61,9.316675009391352,9.373196216120427,9.069409755376427,9.01309865337422,8.623479394334758,9.64020609342078,2021,1324
OP-01477,Leon,Oficinas,1360.7,35.7,5.92,460.0,199.0,4,0,1.63,2022-07-03,2022,4,11349.51,15443278.26,9.461238048644772,9.42311303140379,9.41031990576844,9.395302847507628,9.060169368764639,9.833265501534862,2021,1324
OP-01478,Queretaro,Comercial,1952.3,52.8,13.15,135.0,16.0,4,0,1.18,2022-07-03,2022,4,8315.53,16234409.22,9.150188328297528,9.647997387936606,9.307704846955533,9.122360357414598,8.909406277125814,9.805484852738413,2021,1324
OP-01479,Culiacan,Habitacional,4407.1,85.6,2.1,53.0,382.0,4,0,1.57,2022-07-03,2022,4,4581.14,20189542.09,8.554011352905961,8.367724887990494,9.042083268400301,8.990194432030517,8.778690404754242,9.454007864792429,2021,1324
OP-01480,Queretaro,Habitacional,10794.6,113.6,7.36,238.0,132.0,4,1,0.6,2022-07-04,2022,4,3935.08,42477614.57,8.401994689486651,8.606844367949968,8.605144966005698,8.298031371188026,8.366953179340065,8.949885531204814,2021,1324
OP-01481,Aguascalientes,Oficinas,1776.0,34.4,10.84,314.0,40.0,4,0,2.01,2022-07-04,2022,4,6195.86,11003847.36,8.855944804532077,9.251785799744496,9.016330558538568,8.821139676711999,8.638721240718382,9.538550059265187,2021,1324
OP-01482,Merida,Comercial,282.5,18.5,3.9,230.0,134.0,2,0,2.07,2022-07-06,2022,4,23596.78,6666090.35,10.193173739500178,10.01128998728121,10.190469775747841,10.087368368007848,9.82220376728963,10.582273390731352,2021,1324
OP-01483,Culiacan,Habitacional,2515.0,33.4,10.46,335.0,47.0,1,0,1.14,2022-07-06,2022,4,2959.21,7442413.15,8.116985818277554,8.367724887990494,7.921320088964053,8.077386956826409,7.543383502733334,8.392364731721209,2021,1324
OP-01484,Puebla,Habitacional,13108.3,138.5,12.75,513.0,28.0,5,1,0.67,2022-07-07,2022,4,1360.12,17828861.0,7.339636408605029,8.352238559559732,8.071422838240386,7.79012386413387,7.751480556775369,8.520928581227249,2021,1324
OP-01485,Queretaro,Oficinas,3462.6,66.9,6.71,713.0,103.0,4,0,2.54,2022-07-07,2022,4,11622.67,40244657.14,9.48502097873255,9.470722333570215,9.474885347588753,9.296626029336801,9.251699893293797,9.783519690258068,2021,1324
OP-01486,Puebla,Comercial,1147.8,30.8,9.62,632.0,137.0,2,0,2.68,2022-07-07,2022,4,8654.29,9933394.06,9.190118629212053,9.436871592126458,9.285985171726777,9.372519491013746,9.012776567496632,9.628389815837957,2021,1324
OP-01487,Culiacan,Oficinas,835.7,33.7,3.26,616.0,247.0,4,0,3.58,2022-07-07,2022,4,16185.23,13525996.71,9.816162575421602,9.151979907021008,9.860890486158489,10.052396533700554,9.604409857029795,10.229039210413992,2021,1324
OP-01488,Queretaro,Comercial,758.4,27.9,8.76,15.0,148.0,4,0,2.39,2022-07-08,2022,4,17836.56,13527247.1,9.91331376090206,9.647997387936606,9.940542521840202,9.749580474531484,9.712205859942403,10.281609757236962,2021,1324
OP-01489,Merida,Habitacional,2027.4,50.7,6.88,292.0,141.0,4,1,1.58,2022-07-09,2022,4,7486.64,15178413.94,9.045183576203499,8.998136016784224,9.178539946397589,8.983810533799739,8.93964656409463,9.495065116687101,2021,1324
OP-01490,Merida,Comercial,957.4,38.8,8.81,369.0,38.0,2,0,1.59,2022-07-10,2022,4,14843.04,14210726.5,9.729594545967457,10.01128998728121,9.594164029293154,9.493980348205874,9.124514057980916,10.089883806320918,2021,1324
OP-01491,Queretaro,Habitacional,2820.2,73.3,1.0,350.0,349.0,4,0,1.81,2022-07-10,2022,4,6975.31,19671769.26,8.974440248619704,8.606844367949968,9.511357361430367,9.557334982468378,9.119668951971933,10.00796618618003,2021,1324
OP-01492,Culiacan,Habitacional,1687.3,28.3,5.08,386.0,111.0,2,0,0.98,2022-07-10,2022,4,2848.91,4806965.84,8.078999942440662,8.367724887990494,8.337993888889057,8.24085749592468,8.067283269049591,8.709099876281572,2021,1324
OP-01493,Leon,Comercial,987.2,25.7,2.33,115.0,200.0,3,0,1.98,2022-07-11,2022,4,17399.8,17177082.56,9.888522189357007,9.599145655534798,9.947874191180928,10.03216663644451,9.6996631602628,10.294649692764962,2021,1324
OP-01494,Aguascalientes,Habitacional,1516.6,48.1,11.1,131.0,74.0,3,0,0.51,2022-07-12,2022,4,3466.16,5256778.26,8.275110830407005,8.529155633241755,8.163031127800824,8.390203863900172,7.89539583957379,8.556234493405594,2021,1324
OP-01495,Merida,Mixto,7138.9,51.0,21.51,742.0,6.0,1,0,0.97,2022-07-12,2022,4,5039.78,35978485.44,8.649425907792358,9.382901892783945,8.199127956736923,8.505046786915798,7.660875121870917,8.773573307219692,2021,1324
OP-01496,Aguascalientes,Oficinas,422.7,26.6,6.72,661.0,248.0,5,1,2.2,2022-07-13,2022,4,12936.8,5468385.36,9.592139440737052,9.251785799744496,9.742019261273544,9.833004979974392,9.49440063953873,10.101250675656994,2021,1324
OP-01497,Merida,Habitacional,1340.5,34.0,1.71,1675.0,595.0,4,0,1.84,2022-07-14,2022,4,13912.35,18649505.18,9.664840412327838,8.998136016784224,9.641883941158836,9.375495968908446,9.30885218600633,10.038968454291766,2021,1324
OP-01498,Culiacan,Comercial,3906.2,79.7,6.31,167.0,194.0,3,0,2.1,2022-07-14,2022,4,14698.24,57414265.09,9.719791236181035,9.338011850834727,9.433984116236962,9.412722515618567,9.177218422126593,9.810299580859066,2021,1324
OP-01499,Culiacan,Mixto,2736.1,66.1,2.97,190.0,102.0,3,0,1.52,2022-07-15,2022,4,5777.85,15808775.38,8.786095118622539,8.753563077700758,8.951111196030334,8.829584270798218,8.71573725710247,9.297205734577533,2021,1324
OP-01500,Leon,Oficinas,5695.4,100.9,2.73,141.0,244.0,3,0,3.45,2022-07-16,2022,4,16677.1,94982755.34,9.846099998359225,9.42311303140379,9.729429340588027,9.815810330913504,9.445307481166367,10.114556753649378,2021,1324
OP-01501,Queretaro,Mixto,6280.0,68.9,12.23,306.0,57.0,4,0,1.75,2022-07-16,2022,4,3914.26,24581552.8,8.396689772429523,9.131179466674244,8.73155838818915,8.693544534719944,8.302169125856693,9.280784555481965,2021,1324
OP-01502,Merida,Comercial,870.3,16.5,2.3,431.0,236.0,3,0,2.4,2022-07-19,2022,4,23632.71,20567547.51,10.194695246801292,10.01128998728121,10.390684618213111,10.22982647821877,10.025198759618055,10.830598772810868,2021,1324
OP-01503,Leon,Industrial,4829.5,92.5,8.44,188.0,116.0,5,0,0.82,2022-07-20,2022,4,2334.11,11272584.24,7.8796941396008675,8.077289136997297,8.018544824460633,7.744967875879126,7.7351378740320555,8.451109875928658,2021,1324
OP-01504,Queretaro,Mixto,4015.8,42.4,9.03,178.0,121.0,3,0,1.02,2022-07-20,2022,4,4538.74,18226672.09,8.544712917949644,9.131179466674244,8.7738782977297,8.467554869512014,8.515119859035098,9.12601953024195,2021,1324
OP-01505,Queretaro,Habitacional,250.0,22.2,4.24,367.0,146.0,5,0,1.89,2022-07-21,2022,4,10069.11,2517277.5,9.341535798949382,8.606844367949968,9.342709337658679,9.11318992184005,9.10295298039021,9.679537065868242,2021,1324
OP-01506,Culiacan,Habitacional,838.8,28.6,12.71,163.0,53.0,2,0,1.32,2022-07-22,2022,4,2599.07,2180099.92,7.987217166188048,8.367724887990494,8.168732083878648,8.206548938721662,7.886216958671676,8.546087257528937,2021,1324
OP-01507,Merida,Oficinas,2279.5,31.0,10.98,396.0,110.0,3,0,2.91,2022-07-22,2022,4,14235.42,32449639.89,9.687796702492033,9.705510684845734,9.5895376288687,9.233421819226324,9.23500135764464,10.011386472488555,2021,1324
OP-01508,Aguascalientes,Habitacional,2388.0,65.3,0.4,469.0,597.0,3,1,1.01,2022-07-22,2022,4,11435.55,27308093.4,9.468790401718437,8.529155633241755,9.51179551873573,9.174824426780443,9.10696392218806,10.031189359178063,2021,1324
OP-01509,Merida,Comercial,890.2,25.2,6.94,16.0,150.0,2,0,1.49,2022-07-23,2022,4,15441.21,13745765.14,9.769103386857132,10.01128998728121,9.894863742264816,9.967970925948787,9.620864963571483,10.215672120077537,2021,1324
OP-01510,Queretaro,Oficinas,1290.6,37.1,2.49,103.0,195.0,3,0,2.67,2022-07-25,2022,4,23393.9,30192167.34,10.18453878207451,9.470722333570215,9.981055803358753,9.833382164231962,9.722800331943239,10.31522293951077,2021,1324
OP-01511,Puebla,Habitacional,313.4,24.7,9.55,142.0,92.0,2,0,0.81,2022-07-25,2022,4,3357.26,1052165.28,8.24318864255851,8.352238559559732,8.349440199987152,8.319033399344557,8.064982226869258,8.672583277901094,2021,1324
OP-01512,Aguascalientes,Mixto,14356.1,167.1,5.91,572.0,111.0,3,0,1.54,2022-07-25,2022,4,3791.96,54437756.96,8.364946513269388,8.761845287881311,8.498584517520447,8.356049983613278,8.233496375168091,8.901863805928084,2021,1324
OP-01513,Queretaro,Mixto,3711.4,54.1,9.04,427.0,67.0,4,0,1.09,2022-07-26,2022,4,4976.01,18467963.51,8.636691842536617,9.131179466674244,8.785803724940433,8.544230387755618,8.404455348313718,9.266529758702198,2021,1324
OP-01514,Merida,Comercial,451.1,17.3,4.68,295.0,289.0,2,0,2.51,2022-08-01,2022,4,30296.2,13666615.82,10.443085769564714,10.01128998728121,10.22876280169413,10.212547311160224,9.853849484638411,10.64071481161434,2021,1324
OP-01515,Queretaro,Comercial,3470.5,65.0,8.35,87.0,72.0,4,0,1.69,2022-08-02,2022,4,13872.09,48143088.34,9.661942385361868,9.647997387936606,9.568681578942474,9.261685203107131,9.361802055030614,9.891254399279608,2021,1324
OP-01516,Aguascalientes,Habitacional,1749.1,41.2,7.78,1062.0,62.0,3,0,0.89,2022-08-02,2022,4,3638.14,6363470.67,8.323536039493739,8.529155633241755,8.162779858631268,8.22786907953234,7.911902348018088,8.535868913837739,2021,1324
OP-01517,Puebla,Comercial,472.6,12.3,5.53,729.0,130.0,3,0,3.54,2022-08-02,2022,4,17035.27,8050868.6,9.867349378163942,9.436871592126458,9.74356637765469,9.454208767414523,9.436797925300784,10.157259931537162,2021,1324
OP-01518,Culiacan,Oficinas,3090.4,62.6,1.66,79.0,118.0,3,0,5.12,2022-08-03,2022,4,14047.21,43411497.78,9.674487277003829,9.151979907021008,10.032164648254938,9.778697117588555,9.7957608227677,10.426974208256546,2021,1324
OP-01519,Culiacan,Comercial,309.1,15.2,6.2,132.0,155.0,4,0,4.17,2022-08-03,2022,4,20432.17,6315583.75,10.049174096992937,9.338011850834727,10.084786769462339,9.833227299042168,9.827766725925574,10.498554180455962,2021,1324
OP-01520,Puebla,Mixto,3509.6,72.3,15.41,253.0,36.0,3,0,1.02,2022-08-09,2022,4,4009.18,14070618.13,8.420650209085197,8.72249206027435,8.237425357943836,8.257755540941307,7.78064563269102,8.773718927595759,2021,1324
OP-01521,Leon,Industrial,2556.9,63.7,1.73,533.0,496.0,3,0,0.63,2022-08-09,2022,4,4115.31,10522436.14,8.446777642890392,8.077289136997297,8.479909857073322,8.436770849608497,8.131504673861444,8.914638919358223,2021,1324
OP-01522,Leon,Mixto,3840.4,47.9,7.22,455.0,247.0,4,1,2.31,2022-08-09,2022,4,9580.31,36792222.52,9.2917734279961,8.851664222603516,9.10678881125266,9.186410606661054,8.715557990897938,9.613578455884692,2021,1324
OP-01523,Puebla,Oficinas,1502.9,52.7,8.03,146.0,174.0,2,1,1.97,2022-08-10,2022,4,11875.55,17847764.1,9.50654514209309,9.450180034131973,9.249686018495515,9.305957581983604,8.954574121613035,9.57648193188923,2021,1324
OP-01524,Culiacan,Habitacional,1433.4,28.6,2.38,505.0,454.0,2,0,1.62,2022-08-10,2022,4,5983.82,8577207.59,8.82112263746131,8.367724887990494,8.85165057599591,8.701103103425778,8.499505969467128,9.298819328398066,2021,1324
OP-01525,Culiacan,Industrial,6000.5,78.8,2.86,596.0,501.0,4,1,1.87,2022-08-10,2022,4,2639.94,15840959.97,8.002819667082685,7.937973923974224,8.552074841099238,8.704509753721732,8.211802093349656,9.04719595893309,2021,1324
OP-01526,Leon,Industrial,1835.3,43.5,10.91,436.0,73.0,2,0,0.53,2022-08-16,2022,4,2270.11,4166332.88,7.8518917659244885,8.077289136997297,7.60875699948373,7.657104929330504,7.280686360914212,8.014633933715649,2021,1324
OP-01527,Merida,Comercial,4258.5,44.7,9.64,450.0,90.0,3,0,2.1,2022-08-16,2022,4,12103.34,51542073.39,9.525544925025887,10.01128998728121,9.623084055546617,9.705102800049113,9.284912222099692,10.044860550858477,2021,1324
OP-01528,Merida,Habitacional,4305.8,68.7,27.48,193.0,3.0,3,0,0.4,2022-08-17,2022,4,4411.47,18994907.53,8.51627144470433,8.998136016784224,8.093742097626997,8.56071158970545,7.579489858263987,8.67639403507157,2021,1324
OP-01529,Queretaro,Habitacional,2296.3,61.5,3.01,1508.0,171.0,1,0,1.64,2022-08-18,2022,4,9875.91,22678052.13,9.32216193589565,8.606844367949968,8.686856364646145,8.76426395534714,8.38038287228874,9.023336560779045,2021,1324
OP-01530,Aguascalientes,Habitacional,25254.1,197.5,22.26,18.0,7.0,4,0,0.46,2022-08-19,2022,4,1734.83,43811570.3,7.582972903344725,8.529155633241755,7.647864177806496,7.784763266771948,7.1649863867328305,8.321438768644198,2021,1324
OP-01531,Merida,Comercial,1796.5,44.4,6.6,223.0,107.0,2,0,2.35,2022-08-20,2022,4,15959.74,28671672.91,9.802132778617606,10.01128998728121,9.836941779767848,9.885239110728737,9.560393548579464,10.165083627530302,2021,1324
OP-01532,Queretaro,Industrial,2408.8,28.8,14.2,328.0,42.0,2,0,0.73,2022-08-20,2022,4,1914.98,4612803.82,7.681770656169298,8.218111782670785,7.670824858897164,7.697893417408534,7.252773721335388,8.187636123308415,2021,1324
OP-01533,Puebla,Habitacional,1400.3,34.3,2.15,363.0,182.0,3,0,1.43,2022-08-21,2022,4,6414.76,8982588.43,8.89066506250831,8.352238559559732,8.835586612098927,8.870469207564838,8.546723322695613,9.215643000007109,2021,1324
OP-01534,Puebla,Habitacional,2920.7,46.7,3.64,553.0,375.0,4,0,1.05,2022-08-23,2022,4,6328.57,18483854.4,8.877137779717572,8.352238559559732,8.71961745391147,8.73908324514675,8.43015340156275,9.11251063284565,2021,1324
OP-01535,Queretaro,Comercial,1538.8,49.6,13.54,589.0,34.0,1,1,0.96,2022-08-25,2022,4,7074.05,10885548.14,8.988496636350604,9.647997387936606,9.084009323658751,8.645782904274215,8.671411337367871,9.507786225044505,2021,1324
OP-01536,Leon,Comercial,9856.9,133.2,4.11,529.0,252.0,4,0,1.67,2022-08-25,2022,4,15701.96,154772649.52,9.78584902278209,9.599145655534798,9.539244678028977,9.476445464271341,9.309733164883875,9.876581528031087,2021,1324
OP-01537,Culiacan,Habitacional,1149.0,45.8,6.53,798.0,212.0,2,0,1.16,2022-08-26,2022,4,4218.19,4846700.31,8.471469603542586,8.367724887990494,8.384509676675863,8.398693400341207,8.078294016163738,8.755257040325017,2021,1324
OP-01538,Leon,Industrial,9121.2,93.0,2.05,1131.0,342.0,5,0,0.95,2022-09-02,2022,4,4769.34,43502104.01,8.594271408002543,8.077289136997297,8.417559276270836,8.23406498501153,8.025935898172502,8.956454785695037,2021,1324
OP-01539,Merida,Industrial,271.3,17.2,8.5,355.0,227.0,2,0,0.53,2022-09-04,2022,4,4169.47,1131177.21,8.459852406867146,8.55377957386568,8.47002902644579,8.537000718651413,8.076168887961394,8.884774922100156,2021,1324
OP-01540,Culiacan,Mixto,1341.4,26.1,1.53,287.0,261.0,4,0,1.58,2022-09-04,2022,4,9062.46,12156383.84,9.236204083833405,8.753563077700758,9.425250324877862,9.21405735647022,9.167651007614827,9.815225470882753,2021,1324
OP-01541,Merida,Mixto,26342.1,183.8,3.99,853.0,356.0,4,0,1.47,2022-09-06,2022,4,10368.39,273125166.22,9.37082523209866,9.382901892783945,9.264729631700515,9.114254623190398,8.96631019347312,9.64688992677921,2021,1324
OP-01542,Puebla,Oficinas,1440.2,43.4,3.33,227.0,165.0,2,0,3.23,2022-09-06,2022,4,14622.39,21059166.08,9.714617393108758,9.450180034131973,9.533749438374247,9.39294790434365,9.225983392425764,9.904439088099949,2021,1324
OP-01543,Merida,Mixto,1378.2,34.8,5.03,330.0,176.0,3,0,0.85,2022-09-06,2022,4,10108.53,13931576.05,9.345443099322672,9.382901892783945,9.298548047034545,9.226658138782016,8.935997172197393,9.700987649430555,2021,1324
OP-01544,Leon,Habitacional,934.0,24.3,3.89,138.0,248.0,3,0,1.18,2022-09-07,2022,4,5874.73,5486997.82,8.802723578982794,8.559497319618384,8.841672474450856,8.59700988005437,8.618536161737982,9.15787213052442,2021,1324
OP-01545,Aguascalientes,Comercial,1854.5,55.5,3.55,585.0,101.0,4,0,2.27,2022-09-09,2022,4,14565.8,27012276.1,9.710739792551394,9.373196216120427,9.647922075062782,9.502395812118724,9.446994665969516,9.99941842794761,2021,1324
OP-01546,Merida,Mixto,4582.3,49.2,6.06,219.0,127.0,5,1,1.79,2022-09-10,2022,4,14517.23,66522303.03,9.707399697303075,9.382901892783945,9.536877568982803,9.316318119165325,9.237582683715239,9.950471434645767,2021,1324
OP-01547,Puebla,Habitacional,2469.1,33.0,18.81,537.0,17.0,2,0,0.77,2022-09-13,2022,4,1163.33,2872378.1,7.183350059668063,8.352238559559732,7.691845874166322,7.670406393865432,7.218163666857039,8.24396505443635,2021,1324
OP-01548,Puebla,Habitacional,1555.9,34.6,25.24,141.0,9.0,1,0,0.4,2022-09-14,2022,4,1409.03,2192309.78,7.374965001841573,8.352238559559732,7.562291244430661,7.54526206580192,7.071619756007326,8.104442512874579,2021,1324
OP-01549,Aguascalientes,Habitacional,3011.9,54.1,12.98,242.0,83.0,2,0,0.83,2022-09-15,2022,4,2416.66,7278738.25,7.914449899029434,8.529155633241755,7.961323308113204,7.912256970011444,7.726793485472477,8.316400294155297,2021,1324
OP-01550,Culiacan,Habitacional,296.8,17.5,3.15,295.0,197.0,4,0,0.89,2022-09-15,2022,4,6181.55,1834684.04,8.85363252653921,8.367724887990494,8.960964485286269,8.752624674078332,8.734216207336779,9.29252817388495,2021,1324
OP-01551,Merida,Oficinas,250.0,21.0,2.02,291.0,490.0,3,0,3.21,2022-09-16,2022,4,40830.47,10207617.5,10.741492093864455,9.705510684845734,10.626341429988845,10.372089653965132,10.212125559910573,11.06131522526132,2021,1324
OP-01552,Culiacan,Comercial,893.3,32.5,2.01,675.0,382.0,2,0,4.09,2022-09-17,2022,4,21307.92,19034364.94,10.091142312044742,9.338011850834727,10.132207947608585,10.249123884668965,9.766794464181578,10.601955704268372,2021,1324
OP-01553,Queretaro,Comercial,3238.9,77.8,7.34,1070.0,123.0,1,0,1.86,2022-09-19,2022,4,10768.21,34877155.37,9.408661752396487,9.647997387936606,9.267535973391823,9.128851071579962,8.922830979142935,9.639548039015862,2021,1324
OP-01554,Culiacan,Habitacional,2453.4,33.5,1.76,318.0,307.0,2,0,0.79,2022-09-19,2022,4,4766.99,11695333.27,8.593778555920542,8.367724887990494,8.731534407155417,8.57748646628342,8.423425043462826,9.140269194876561,2021,1324
